global_round,round,loss,train_total_loss,mean_loss,classification_loss,train_classification_loss,contrastive_loss,train_contrastive_loss,heterogeneous_loss,train_heterogeneous_loss,weighted_classification_loss,weighted_contrastive_loss,weighted_heterogeneous_loss,accuracy,train_accuracy,macro_f1,train_macro_f1,weighted_f1,K_t,pseudo_batch_size,pseudo_yield,total_pseudo_samples,mean_pseudo_batch_size,common_labels_json,local_step_common_labels_json,binding_success,empty_binding_round,empty_binding,empty_binding_rounds,binding_success_rate,configured_local_steps,attempted_local_steps,effective_local_steps,empty_binding_local_steps,round_binding_success_rate,coverage,cluster_slot_coverage,participation_fairness,latency,server_update_l1,client_update_l1,fusion_training_objective,binding_confidence_mean,selected_client_ids,selected_cluster_ids,expected_cluster_ids,clients_per_cluster_per_round,per_cluster_selected_json,round_status
28,28,4.0757317543029785,4.0757317543029785,4.0757317543029785,2.412442207336426,2.412442207336426,4.284546375274658,4.284546375274658,2.4696695804595947,2.4696695804595947,2.412442207336426,0.4284546375274658,1.2348347902297974,0.15625,0.15625,0.1357763365960087,0.1357763365960087,0.15374388248363657,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9924050632911392,0.673887494020164,0.43956276774406433,397.46391154819867,mmbind_weighted_contrastive,1.0,"[""client_018"", ""client_027"", ""client_037"", ""client_029"", ""client_005"", ""client_019"", ""client_031"", ""client_007""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
29,29,4.058234214782715,4.058234214782715,4.058234214782715,2.4009294509887695,2.4009294509887695,4.291541576385498,4.291541576385498,2.45630145072937,2.45630145072937,2.4009294509887695,0.4291541576385498,1.228150725364685,0.234375,0.234375,0.2514179225409172,0.2514179225409172,0.16457776292335116,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9952662721893492,0.6711485483683646,0.4993164837360382,391.54669305548305,mmbind_weighted_contrastive,1.0,"[""client_025"", ""client_010"", ""client_017"", ""client_006"", ""client_004"", ""client_036"", ""client_024"", ""client_033""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
30,30,4.089751720428467,4.089751720428467,4.089751720428467,2.426285743713379,2.426285743713379,4.263020992279053,4.263020992279053,2.474327564239502,2.474327564239502,2.426285743713379,0.42630210518836975,1.237163782119751,0.140625,0.140625,0.07359307359307359,0.07359307359307359,0.0716314935064935,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.639771519228816,0.5271370708942413,397.0814342959784,mmbind_weighted_contrastive,1.0,"[""client_034"", ""client_039"", ""client_012"", ""client_002"", ""client_013"", ""client_021"", ""client_003"", ""client_023""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
31,31,4.039615631103516,4.039615631103516,4.039615631103516,2.382368803024292,2.382368803024292,4.25747013092041,4.25747013092041,2.4630002975463867,2.4630002975463867,2.382368803024292,0.42574700713157654,1.2315001487731934,0.3125,0.3125,0.23757215007215005,0.23757215007215005,0.28161864177489176,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9958549222797928,0.6425990108400583,0.6508968472480774,383.786958581768,mmbind_weighted_contrastive,1.0,"[""client_024"", ""client_011"", ""client_030"", ""client_031"", ""client_005"", ""client_015"", ""client_009"", ""client_020""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
32,32,4.029155254364014,4.029155254364014,4.029155254364014,2.373838186264038,2.373838186264038,4.297635555267334,4.297635555267334,2.4511070251464844,2.4511070251464844,2.373838186264038,0.4297635555267334,1.2255535125732422,0.359375,0.359375,0.24282945404268932,0.24282945404268932,0.3020870023052928,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9941747572815534,0.6360842073336244,0.754723846912384,389.2464263479633,mmbind_weighted_contrastive,1.0,"[""client_004"", ""client_034"", ""client_026"", ""client_006"", ""client_038"", ""client_017"", ""client_028"", ""client_018""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
33,33,4.024747848510742,4.024747848510742,4.024747848510742,2.37137770652771,2.37137770652771,4.235533237457275,4.235533237457275,2.4596333503723145,2.4596333503723145,2.37137770652771,0.42355331778526306,1.2298166751861572,0.34375,0.34375,0.20322997416020672,0.20322997416020672,0.2872214147286822,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9945205479452055,0.6344535062089562,0.851383239030838,389.2255591642461,mmbind_weighted_contrastive,1.0,"[""client_037"", ""client_012"", ""client_025"", ""client_010"", ""client_000"", ""client_032"", ""client_007"", ""client_029""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
34,34,4.025544166564941,4.025544166564941,4.025544166564941,2.3748111724853516,2.3748111724853516,4.207160949707031,4.207160949707031,2.460033416748047,2.460033416748047,2.3748111724853516,0.4207161068916321,1.2300167083740234,0.421875,0.421875,0.33290644540644543,0.33290644540644543,0.37473732864357867,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.996551724137931,0.6380387898534536,0.943126767873764,389.4970119209611,mmbind_weighted_contrastive,1.0,"[""client_014"", ""client_039"", ""client_003"", ""client_002"", ""client_021"", ""client_033"", ""client_023"", ""client_013""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
35,35,3.986098051071167,3.986098051071167,3.986098051071167,2.3487420082092285,2.3487420082092285,4.13374662399292,4.13374662399292,2.447962760925293,2.447962760925293,2.3487420082092285,0.413374662399292,1.2239813804626465,0.328125,0.328125,0.16932189542483658,0.16932189542483658,0.21411611519607843,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.6448141592554748,1.0716556012630463,387.409934012976,mmbind_weighted_contrastive,1.0,"[""client_016"", ""client_001"", ""client_036"", ""client_019"", ""client_027"", ""client_022"", ""client_008"", ""client_035""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
36,36,3.969269275665283,3.969269275665283,3.969269275665283,2.3285441398620605,2.3285441398620605,4.202380657196045,4.202380657196045,2.440974473953247,2.440974473953247,2.3285441398620605,0.42023807764053345,1.2204872369766235,0.546875,0.546875,0.43098568098568096,0.43098568098568096,0.5034973706848707,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9969230769230769,0.6449084510095417,1.2077844738960266,385.581960981217,mmbind_weighted_contrastive,1.0,"[""client_034"", ""client_033"", ""client_007"", ""client_006"", ""client_010"", ""client_020"", ""client_022"", ""client_018""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
37,37,3.998828411102295,3.998828411102295,3.998828411102295,2.345881462097168,2.345881462097168,4.238149166107178,4.238149166107178,2.458263874053955,2.458263874053955,2.345881462097168,0.42381492257118225,1.2291319370269775,0.296875,0.296875,0.2210620763252342,0.2210620763252342,0.26788845292134766,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9956363636363637,0.6664339583367109,1.2786790132522583,375.56263397983275,mmbind_weighted_contrastive,1.0,"[""client_021"", ""client_031"", ""client_038"", ""client_016"", ""client_013"", ""client_005"", ""client_026"", ""client_003""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
38,38,3.993618965148926,3.993618965148926,3.993618965148926,2.3502161502838135,2.3502161502838135,4.161209583282471,4.161209583282471,2.454563617706299,2.454563617706299,2.3502161502838135,0.4161209762096405,1.2272818088531494,0.359375,0.359375,0.29172962114138584,0.29172962114138584,0.289294733044733,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9958620689655172,0.6785128768533468,1.3712173700332642,380.7180114169605,mmbind_weighted_contrastive,1.0,"[""client_023"", ""client_019"", ""client_030"", ""client_009"", ""client_008"", ""client_035"", ""client_027"", ""client_017""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
39,39,3.969759941101074,3.969759941101074,3.969759941101074,2.323941230773926,2.323941230773926,4.2564520835876465,4.2564520835876465,2.440347194671631,2.440347194671631,2.323941230773926,0.42564520239830017,1.2201735973358154,0.328125,0.328125,0.2510026737967915,0.2510026737967915,0.3021139705882353,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9973770491803279,0.7098526060581207,1.4792838990688324,375.53872929426143,mmbind_weighted_contrastive,1.0,"[""client_037"", ""client_024"", ""client_014"", ""client_036"", ""client_029"", ""client_011"", ""client_004"", ""client_001""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
40,40,3.939321994781494,3.939321994781494,3.939321994781494,2.2950541973114014,2.2950541973114014,4.250349521636963,4.250349521636963,2.4384655952453613,2.4384655952453613,2.2950541973114014,0.4250349700450897,1.2192327976226807,0.375,0.375,0.3953962703962704,0.3953962703962704,0.3192107371794871,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.7254168358631432,1.597905695438385,375.4197979902965,mmbind_weighted_contrastive,1.0,"[""client_000"", ""client_012"", ""client_039"", ""client_025"", ""client_032"", ""client_028"", ""client_015"", ""client_002""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
41,41,3.924889087677002,3.924889087677002,3.924889087677002,2.2888717651367188,2.2888717651367188,4.138283729553223,4.138283729553223,2.444377899169922,2.444377899169922,2.2888717651367188,0.41382837295532227,1.222188949584961,0.484375,0.484375,0.4788364212277256,0.4788364212277256,0.43730026012634715,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.997626112759644,0.6618041950277984,1.7274255454540253,370.1117507563904,mmbind_weighted_contrastive,1.0,"[""client_027"", ""client_009"", ""client_036"", ""client_012"", ""client_017"", ""client_006"", ""client_023"", ""client_035""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
42,42,3.906351089477539,3.906351089477539,3.906351089477539,2.263789176940918,2.263789176940918,4.240625858306885,4.240625858306885,2.4369988441467285,2.4369988441467285,2.263789176940918,0.424062579870224,1.2184994220733643,0.4375,0.4375,0.36196992971186515,0.36196992971186515,0.3992639528929851,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9966101694915255,0.647803361993283,1.84759321808815,368.77963004042977,mmbind_weighted_contrastive,1.0,"[""client_037"", ""client_028"", ""client_014"", ""client_019"", ""client_033"", ""client_007"", ""client_000"", ""client_024""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
43,43,3.856100559234619,3.856100559234619,3.856100559234619,2.2258920669555664,2.2258920669555664,4.171717643737793,4.171717643737793,2.4260735511779785,2.4260735511779785,2.2258920669555664,0.41717177629470825,1.2130367755889893,0.53125,0.53125,0.44450862243236117,0.44450862243236117,0.4860388106671675,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9967654986522911,0.6449981899932027,2.0535484552383423,365.13825118666864,mmbind_weighted_contrastive,1.0,"[""client_026"", ""client_020"", ""client_031"", ""client_030"", ""client_010"", ""client_005"", ""client_002"", ""client_016""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
44,44,3.8886795043945312,3.8886795043945312,3.8886795043945312,2.2612030506134033,2.2612030506134033,4.093515872955322,4.093515872955322,2.4362499713897705,2.4362499713897705,2.2612030506134033,0.4093515872955322,1.2181249856948853,0.3125,0.3125,0.24856321839080456,0.24856321839080456,0.2385904146141215,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9979381443298969,0.6424784478731453,2.175980031490326,369.6039452787081,mmbind_weighted_contrastive,1.0,"[""client_021"", ""client_013"", ""client_001"", ""client_025"", ""client_018"", ""client_034"", ""client_003"", ""client_039""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
45,45,3.8557090759277344,3.8557090759277344,3.8557090759277344,2.224747896194458,2.224747896194458,4.188089370727539,4.188089370727539,2.424304723739624,2.424304723739624,2.224747896194458,0.4188089370727539,1.212152361869812,0.578125,0.578125,0.48619939428762954,0.48619939428762954,0.5240566979997127,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.7077226052060723,2.3108776807785034,363.60025898143067,mmbind_weighted_contrastive,1.0,"[""client_011"", ""client_008"", ""client_029"", ""client_032"", ""client_022"", ""client_038"", ""client_015"", ""client_004""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
46,46,3.8136706352233887,3.8136706352233887,3.8136706352233887,2.1883411407470703,2.1883411407470703,4.139856338500977,4.139856338500977,2.422687292098999,2.422687292098999,2.1883411407470703,0.41398563981056213,1.2113436460494995,0.4375,0.4375,0.41101471627787417,0.41101471627787417,0.375772212984384,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9981132075471698,0.6530504766851664,2.453253209590912,355.53826673404546,mmbind_weighted_contrastive,1.0,"[""client_031"", ""client_015"", ""client_021"", ""client_023"", ""client_002"", ""client_004"", ""client_037"", ""client_018""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
47,47,3.7827157974243164,3.7827157974243164,3.7827157974243164,2.164677619934082,2.164677619934082,4.1609907150268555,4.1609907150268555,2.4038779735565186,2.4038779735565186,2.164677619934082,0.41609907150268555,1.2019389867782593,0.609375,0.609375,0.44592738530819026,0.44592738530819026,0.537746739844263,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9972911963882618,0.6395835368894041,2.637453258037567,355.85017114933,mmbind_weighted_contrastive,1.0,"[""client_033"", ""client_019"", ""client_008"", ""client_001"", ""client_029"", ""client_025"", ""client_039"", ""client_016""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
48,48,3.74169921875,3.74169921875,3.74169921875,2.129526138305664,2.129526138305664,4.076221942901611,4.076221942901611,2.409101963043213,2.409101963043213,2.129526138305664,0.40762218832969666,1.2045509815216064,0.515625,0.515625,0.430273937532002,0.430273937532002,0.436959965437788,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9974025974025974,0.6594526027329266,2.854168951511383,357.05798615163076,mmbind_weighted_contrastive,1.0,"[""client_012"", ""client_035"", ""client_032"", ""client_000"", ""client_022"", ""client_024"", ""client_009"", ""client_010""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
49,49,3.7684061527252197,3.7684061527252197,3.7684061527252197,2.1511268615722656,2.1511268615722656,4.140655994415283,4.140655994415283,2.4064273834228516,2.4064273834228516,2.1511268615722656,0.4140655994415283,1.2032136917114258,0.53125,0.53125,0.4707773707773708,0.4707773707773708,0.5145795177045177,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9983367983367983,0.684495119843632,2.993498831987381,356.95763667175197,mmbind_weighted_contrastive,1.0,"[""client_034"", ""client_020"", ""client_017"", ""client_026"", ""client_014"", ""client_007"", ""client_003"", ""client_030""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
50,50,3.6924970149993896,3.6924970149993896,3.6924970149993896,2.086519479751587,2.086519479751587,4.062404155731201,4.062404155731201,2.3994741439819336,2.3994741439819336,2.086519479751587,0.40624043345451355,1.1997370719909668,0.453125,0.453125,0.29753186384765334,0.29753186384765334,0.3745048920377868,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.6426345268264413,3.196486473083496,350.1892894062621,mmbind_weighted_contrastive,1.0,"[""client_028"", ""client_011"", ""client_013"", ""client_038"", ""client_005"", ""client_006"", ""client_036"", ""client_027""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
51,51,3.6733152866363525,3.6733152866363525,3.6733152866363525,2.0687835216522217,2.0687835216522217,4.140431880950928,4.140431880950928,2.380977153778076,2.380977153778076,2.0687835216522217,0.4140431880950928,1.190488576889038,0.546875,0.546875,0.4283772599949071,0.4283772599949071,0.4849157276546982,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9984644913627639,0.6350679928436875,3.362510472536087,344.5920656192757,mmbind_weighted_contrastive,1.0,"[""client_018"", ""client_003"", ""client_020"", ""client_035"", ""client_034"", ""client_017"", ""client_001"", ""client_027""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
52,52,3.6127254962921143,3.6127254962921143,3.6127254962921143,2.019787311553955,2.019787311553955,4.05281400680542,4.05281400680542,2.3753137588500977,2.3753137588500977,2.019787311553955,0.4052813947200775,1.1876568794250488,0.5,0.5,0.5123003433348261,0.5123003433348261,0.4924158456486043,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9977859778597786,0.6380774918943644,3.5870813727378845,343.789157177147,mmbind_weighted_contrastive,1.0,"[""client_008"", ""client_006"", ""client_015"", ""client_032"", ""client_021"", ""client_013"", ""client_039"", ""client_022""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
53,53,3.6205146312713623,3.6205146312713623,3.6205146312713623,2.0178425312042236,2.0178425312042236,4.121907711029053,4.121907711029053,2.38096284866333,2.38096284866333,2.0178425312042236,0.4121907651424408,1.190481424331665,0.453125,0.453125,0.40714958577861804,0.40714958577861804,0.40004797230099653,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9978685612788633,0.6518868557177484,3.7231890857219696,337.11203913917416,mmbind_weighted_contrastive,1.0,"[""client_036"", ""client_009"", ""client_038"", ""client_019"", ""client_029"", ""client_023"", ""client_004"", ""client_014""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
54,54,3.5107526779174805,3.5107526779174805,3.5107526779174805,1.92872154712677,1.92872154712677,4.047548770904541,4.047548770904541,2.3545520305633545,2.3545520305633545,1.92872154712677,0.4047548770904541,1.1772760152816772,0.515625,0.515625,0.3924553118333023,0.3924553118333023,0.4593100293347004,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9986301369863013,0.6353830387815833,3.9643765687942505,343.05932342400774,mmbind_weighted_contrastive,1.0,"[""client_011"", ""client_002"", ""client_030"", ""client_024"", ""client_012"", ""client_007"", ""client_037"", ""client_025""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
55,55,3.602447986602783,3.602447986602783,3.602447986602783,2.009692907333374,2.009692907333374,4.074656009674072,4.074656009674072,2.3705787658691406,2.3705787658691406,2.009692907333374,0.4074656069278717,1.1852893829345703,0.421875,0.421875,0.3888450873744991,0.3888450873744991,0.3940164512774807,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.6382228760048747,4.013690412044525,331.47721436354914,mmbind_weighted_contrastive,1.0,"[""client_031"", ""client_028"", ""client_000"", ""client_005"", ""client_010"", ""client_016"", ""client_033"", ""client_026""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
56,56,3.4994418621063232,3.4994418621063232,3.4994418621063232,1.9224056005477905,1.9224056005477905,4.106428146362305,4.106428146362305,2.332787036895752,2.332787036895752,1.9224056005477905,0.4106428325176239,1.166393518447876,0.59375,0.59375,0.4748652677445247,0.4748652677445247,0.5670880632954937,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9987261146496815,0.641286944039166,4.182968199253082,326.0527872084931,mmbind_weighted_contrastive,1.0,"[""client_031"", ""client_000"", ""client_016"", ""client_037"", ""client_020"", ""client_021"", ""client_002"", ""client_018""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
57,57,3.4551000595092773,3.4551000595092773,3.4551000595092773,1.8838924169540405,1.8838924169540405,3.9871294498443604,3.9871294498443604,2.344989061355591,2.344989061355591,1.8838924169540405,0.39871296286582947,1.1724945306777954,0.546875,0.546875,0.41267743789673617,0.41267743789673617,0.5682290495201678,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9981566820276497,0.6508840178139508,4.321975022554398,328.71675762490486,mmbind_weighted_contrastive,1.0,"[""client_013"", ""client_022"", ""client_019"", ""client_030"", ""client_004"", ""client_034"", ""client_029"", ""client_006""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
