global_round,round,loss,mean_loss,classification_loss,contrastive_loss,heterogeneous_loss,accuracy,macro_f1,weighted_f1,K_t,pseudo_batch_size,total_pseudo_samples,mean_pseudo_batch_size,common_labels_json,local_step_common_labels_json,binding_success,empty_binding_round,empty_binding_rounds,binding_success_rate,configured_local_steps,attempted_local_steps,effective_local_steps,empty_binding_local_steps,round_binding_success_rate,coverage,cluster_slot_coverage,participation_fairness,latency,server_update_l1,client_update_l1,fusion_training_objective,binding_confidence_mean,selected_client_ids,selected_cluster_ids,expected_cluster_ids,clients_per_cluster_per_round,per_cluster_selected_json,round_status
1,1,4.16999626159668,4.16999626159668,2.48937726020813,4.390702247619629,2.483097553253174,0.0625,0.04071969696969697,0.024857954545454544,10,64,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.25,1.3297785241156816,0.8702806830406189,522.3934916270664,mmbind_weighted_contrastive,1.0,"[""client_015"", ""client_024"", ""client_001"", ""client_039"", ""client_033"", ""client_014"", ""client_016"", ""client_019"", ""client_029"", ""client_000""]","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2}",effective
