round,loss,loss_cls,loss_align,lambda_align,accuracy,Q_star,r,K_t,grad_return_count,feature_map_json
87,0.7729288339614868,0.7610271573066711,0.23803351819515228,0.05,0.568359375,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_008"", ""0:2"": ""client_000"", ""0:3"": ""client_009"", ""1:0"": ""client_017"", ""1:1"": ""client_013"", ""1:2"": ""client_012"", ""1:3"": ""client_016""}"
88,0.74309241771698,0.7309853434562683,0.2421410083770752,0.05,0.666015625,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_002"", ""0:2"": ""client_006"", ""0:3"": ""client_003"", ""1:0"": ""client_019"", ""1:1"": ""client_015"", ""1:2"": ""client_014"", ""1:3"": ""client_017""}"
89,0.7545463442802429,0.740888237953186,0.2731626033782959,0.05,0.62109375,2,4,8,8,"{""0:0"": ""client_004"", ""0:1"": ""client_009"", ""0:2"": ""client_001"", ""0:3"": ""client_005"", ""1:0"": ""client_018"", ""1:1"": ""client_016"", ""1:2"": ""client_011"", ""1:3"": ""client_012""}"
90,0.7236528396606445,0.7118933200836182,0.2351905107498169,0.05,0.650390625,2,4,8,8,"{""0:0"": ""client_000"", ""0:1"": ""client_008"", ""0:2"": ""client_002"", ""0:3"": ""client_007"", ""1:0"": ""client_010"", ""1:1"": ""client_013"", ""1:2"": ""client_015"", ""1:3"": ""client_019""}"
91,0.7668411135673523,0.7551789879798889,0.23324303328990936,0.05,0.607421875,2,4,8,8,"{""0:0"": ""client_002"", ""0:1"": ""client_006"", ""0:2"": ""client_003"", ""0:3"": ""client_000"", ""1:0"": ""client_019"", ""1:1"": ""client_018"", ""1:2"": ""client_012"", ""1:3"": ""client_016""}"
92,0.8052358031272888,0.7928495407104492,0.2477256804704666,0.05,0.591796875,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_008"", ""0:2"": ""client_001"", ""0:3"": ""client_005"", ""1:0"": ""client_013"", ""1:1"": ""client_015"", ""1:2"": ""client_017"", ""1:3"": ""client_014""}"
93,0.7357727289199829,0.7225810885429382,0.2638327181339264,0.05,0.646484375,2,4,8,8,"{""0:0"": ""client_004"", ""0:1"": ""client_007"", ""0:2"": ""client_008"", ""0:3"": ""client_006"", ""1:0"": ""client_010"", ""1:1"": ""client_011"", ""1:2"": ""client_013"", ""1:3"": ""client_014""}"
94,0.6825645565986633,0.6686721444129944,0.2778482437133789,0.05,0.654296875,2,4,8,8,"{""0:0"": ""client_000"", ""0:1"": ""client_002"", ""0:2"": ""client_005"", ""0:3"": ""client_009"", ""1:0"": ""client_017"", ""1:1"": ""client_012"", ""1:2"": ""client_019"", ""1:3"": ""client_016""}"
95,0.71870356798172,0.7052930593490601,0.26821017265319824,0.05,0.63671875,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_001"", ""0:2"": ""client_007"", ""0:3"": ""client_004"", ""1:0"": ""client_018"", ""1:1"": ""client_015"", ""1:2"": ""client_011"", ""1:3"": ""client_010""}"
96,0.6805163621902466,0.6671327352523804,0.2676728069782257,0.05,0.66796875,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_000"", ""0:2"": ""client_004"", ""0:3"": ""client_008"", ""1:0"": ""client_015"", ""1:1"": ""client_010"", ""1:2"": ""client_011"", ""1:3"": ""client_012""}"
97,0.7238615155220032,0.7115634083747864,0.24596178531646729,0.05,0.626953125,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_005"", ""0:2"": ""client_002"", ""0:3"": ""client_006"", ""1:0"": ""client_019"", ""1:1"": ""client_016"", ""1:2"": ""client_013"", ""1:3"": ""client_017""}"
98,0.7064438462257385,0.693165123462677,0.26557406783103943,0.05,0.642578125,2,4,8,8,"{""0:0"": ""client_001"", ""0:1"": ""client_007"", ""0:2"": ""client_002"", ""0:3"": ""client_000"", ""1:0"": ""client_014"", ""1:1"": ""client_018"", ""1:2"": ""client_010"", ""1:3"": ""client_016""}"
99,0.6892834305763245,0.6766777038574219,0.25211483240127563,0.05,0.66796875,2,4,8,8,"{""0:0"": ""client_006"", ""0:1"": ""client_005"", ""0:2"": ""client_008"", ""0:3"": ""client_003"", ""1:0"": ""client_019"", ""1:1"": ""client_011"", ""1:2"": ""client_013"", ""1:3"": ""client_012""}"
100,0.7266933917999268,0.7137848138809204,0.25817131996154785,0.05,0.626953125,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_004"", ""0:2"": ""client_007"", ""0:3"": ""client_001"", ""1:0"": ""client_015"", ""1:1"": ""client_017"", ""1:2"": ""client_018"", ""1:3"": ""client_014""}"
