round,loss,loss_cls,loss_align,lambda_align,accuracy,Q_star,r,K_t,grad_return_count,feature_map_json
1,1.7998164892196655,1.7947558164596558,0.10121237486600876,0.05,0.1953125,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_003"", ""0:2"": ""client_002"", ""0:3"": ""client_008"", ""1:0"": ""client_013"", ""1:1"": ""client_015"", ""1:2"": ""client_012"", ""1:3"": ""client_014""}"
2,1.800058364868164,1.7949163913726807,0.10283974558115005,0.05,0.19140625,2,4,8,8,"{""0:0"": ""client_005"", ""0:1"": ""client_006"", ""0:2"": ""client_009"", ""0:3"": ""client_004"", ""1:0"": ""client_011"", ""1:1"": ""client_018"", ""1:2"": ""client_017"", ""1:3"": ""client_010""}"
3,1.7685141563415527,1.7626941204071045,0.11640004813671112,0.05,0.16015625,2,4,8,8,"{""0:0"": ""client_000"", ""0:1"": ""client_001"", ""0:2"": ""client_007"", ""0:3"": ""client_005"", ""1:0"": ""client_016"", ""1:1"": ""client_019"", ""1:2"": ""client_017"", ""1:3"": ""client_018""}"
4,1.7312997579574585,1.7259178161621094,0.10763672739267349,0.05,0.3828125,2,4,8,8,"{""0:0"": ""client_002"", ""0:1"": ""client_004"", ""0:2"": ""client_009"", ""0:3"": ""client_006"", ""1:0"": ""client_013"", ""1:1"": ""client_010"", ""1:2"": ""client_012"", ""1:3"": ""client_011""}"
5,1.728959321975708,1.7232933044433594,0.11332084238529205,0.05,0.3203125,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_008"", ""0:2"": ""client_000"", ""0:3"": ""client_001"", ""1:0"": ""client_014"", ""1:1"": ""client_015"", ""1:2"": ""client_019"", ""1:3"": ""client_016""}"
6,1.6678595542907715,1.6617088317871094,0.12301261723041534,0.05,0.44140625,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_006"", ""0:2"": ""client_007"", ""0:3"": ""client_003"", ""1:0"": ""client_018"", ""1:1"": ""client_010"", ""1:2"": ""client_013"", ""1:3"": ""client_012""}"
7,1.6561410427093506,1.6498196125030518,0.12642738223075867,0.05,0.45703125,2,4,8,8,"{""0:0"": ""client_000"", ""0:1"": ""client_002"", ""0:2"": ""client_004"", ""0:3"": ""client_008"", ""1:0"": ""client_017"", ""1:1"": ""client_015"", ""1:2"": ""client_019"", ""1:3"": ""client_014""}"
8,1.6131255626678467,1.6057389974594116,0.14773014187812805,0.05,0.5546875,2,4,8,8,"{""0:0"": ""client_005"", ""0:1"": ""client_001"", ""0:2"": ""client_007"", ""0:3"": ""client_004"", ""1:0"": ""client_011"", ""1:1"": ""client_016"", ""1:2"": ""client_010"", ""1:3"": ""client_013""}"
9,1.5767645835876465,1.5691370964050293,0.1525503695011139,0.05,0.50390625,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_008"", ""0:2"": ""client_002"", ""0:3"": ""client_006"", ""1:0"": ""client_019"", ""1:1"": ""client_018"", ""1:2"": ""client_012"", ""1:3"": ""client_015""}"
10,1.560194730758667,1.5520265102386475,0.16336461901664734,0.05,0.47265625,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_000"", ""0:2"": ""client_005"", ""0:3"": ""client_001"", ""1:0"": ""client_017"", ""1:1"": ""client_014"", ""1:2"": ""client_016"", ""1:3"": ""client_011""}"
11,1.4381747245788574,1.4286489486694336,0.1905176192522049,0.05,0.67578125,2,4,8,8,"{""0:0"": ""client_006"", ""0:1"": ""client_000"", ""0:2"": ""client_004"", ""0:3"": ""client_008"", ""1:0"": ""client_014"", ""1:1"": ""client_019"", ""1:2"": ""client_011"", ""1:3"": ""client_017""}"
12,1.4810855388641357,1.471985101699829,0.18201006948947906,0.05,0.53515625,2,4,8,8,"{""0:0"": ""client_005"", ""0:1"": ""client_007"", ""0:2"": ""client_009"", ""0:3"": ""client_003"", ""1:0"": ""client_012"", ""1:1"": ""client_018"", ""1:2"": ""client_016"", ""1:3"": ""client_013""}"
13,1.3753163814544678,1.3636970520019531,0.23238813877105713,0.05,0.5859375,2,4,8,8,"{""0:0"": ""client_002"", ""0:1"": ""client_001"", ""0:2"": ""client_000"", ""0:3"": ""client_004"", ""1:0"": ""client_010"", ""1:1"": ""client_015"", ""1:2"": ""client_019"", ""1:3"": ""client_011""}"
14,1.336431622505188,1.3257302045822144,0.2140265256166458,0.05,0.6171875,2,4,8,8,"{""0:0"": ""client_006"", ""0:1"": ""client_007"", ""0:2"": ""client_008"", ""0:3"": ""client_009"", ""1:0"": ""client_016"", ""1:1"": ""client_018"", ""1:2"": ""client_017"", ""1:3"": ""client_014""}"
15,1.3231889009475708,1.3122903108596802,0.21796980500221252,0.05,0.5703125,2,4,8,8,"{""0:0"": ""client_005"", ""0:1"": ""client_003"", ""0:2"": ""client_002"", ""0:3"": ""client_001"", ""1:0"": ""client_013"", ""1:1"": ""client_012"", ""1:2"": ""client_010"", ""1:3"": ""client_015""}"
16,1.2514119148254395,1.2391736507415771,0.24476668238639832,0.05,0.53515625,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_004"", ""0:2"": ""client_009"", ""0:3"": ""client_001"", ""1:0"": ""client_018"", ""1:1"": ""client_010"", ""1:2"": ""client_015"", ""1:3"": ""client_012""}"
17,1.19049870967865,1.1779823303222656,0.25032559037208557,0.05,0.578125,2,4,8,8,"{""0:0"": ""client_005"", ""0:1"": ""client_006"", ""0:2"": ""client_000"", ""0:3"": ""client_007"", ""1:0"": ""client_017"", ""1:1"": ""client_014"", ""1:2"": ""client_013"", ""1:3"": ""client_019""}"
18,1.1027365922927856,1.0892729759216309,0.2692713141441345,0.05,0.62890625,2,4,8,8,"{""0:0"": ""client_008"", ""0:1"": ""client_002"", ""0:2"": ""client_003"", ""0:3"": ""client_007"", ""1:0"": ""client_011"", ""1:1"": ""client_016"", ""1:2"": ""client_013"", ""1:3"": ""client_018""}"
19,1.1033391952514648,1.0880376100540161,0.30602967739105225,0.05,0.6015625,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_000"", ""0:2"": ""client_005"", ""0:3"": ""client_006"", ""1:0"": ""client_014"", ""1:1"": ""client_019"", ""1:2"": ""client_015"", ""1:3"": ""client_010""}"
20,1.0071005821228027,0.9917184114456177,0.3076445162296295,0.05,0.6953125,2,4,8,8,"{""0:0"": ""client_004"", ""0:1"": ""client_001"", ""0:2"": ""client_002"", ""0:3"": ""client_008"", ""1:0"": ""client_017"", ""1:1"": ""client_012"", ""1:2"": ""client_011"", ""1:3"": ""client_016""}"
21,0.9419234991073608,0.9247028827667236,0.34441325068473816,0.05,0.640625,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_009"", ""0:2"": ""client_005"", ""0:3"": ""client_000"", ""1:0"": ""client_014"", ""1:1"": ""client_015"", ""1:2"": ""client_013"", ""1:3"": ""client_018""}"
22,0.8884899616241455,0.870500922203064,0.3597796857357025,0.05,0.7109375,2,4,8,8,"{""0:0"": ""client_006"", ""0:1"": ""client_002"", ""0:2"": ""client_001"", ""0:3"": ""client_003"", ""1:0"": ""client_019"", ""1:1"": ""client_016"", ""1:2"": ""client_012"", ""1:3"": ""client_011""}"
23,0.9181033372879028,0.9000633358955383,0.36080101132392883,0.05,0.59765625,2,4,8,8,"{""0:0"": ""client_008"", ""0:1"": ""client_004"", ""0:2"": ""client_000"", ""0:3"": ""client_003"", ""1:0"": ""client_010"", ""1:1"": ""client_017"", ""1:2"": ""client_015"", ""1:3"": ""client_019""}"
24,0.8626387715339661,0.8430904150009155,0.39096739888191223,0.05,0.7265625,2,4,8,8,"{""0:0"": ""client_002"", ""0:1"": ""client_005"", ""0:2"": ""client_006"", ""0:3"": ""client_009"", ""1:0"": ""client_011"", ""1:1"": ""client_013"", ""1:2"": ""client_016"", ""1:3"": ""client_014""}"
25,0.8885180354118347,0.8699612617492676,0.371136873960495,0.05,0.66015625,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_001"", ""0:2"": ""client_008"", ""0:3"": ""client_004"", ""1:0"": ""client_012"", ""1:1"": ""client_018"", ""1:2"": ""client_010"", ""1:3"": ""client_017""}"
26,0.8299750685691833,0.8088228106498718,0.42304468154907227,0.05,0.6640625,2,4,8,8,"{""0:0"": ""client_001"", ""0:1"": ""client_002"", ""0:2"": ""client_007"", ""0:3"": ""client_000"", ""1:0"": ""client_013"", ""1:1"": ""client_012"", ""1:2"": ""client_017"", ""1:3"": ""client_018""}"
27,0.7892746329307556,0.768060028553009,0.42429062724113464,0.05,0.66796875,2,4,8,8,"{""0:0"": ""client_008"", ""0:1"": ""client_009"", ""0:2"": ""client_003"", ""0:3"": ""client_005"", ""1:0"": ""client_019"", ""1:1"": ""client_016"", ""1:2"": ""client_014"", ""1:3"": ""client_010""}"
28,0.7739488482475281,0.7516694664955139,0.44558653235435486,0.05,0.69921875,2,4,8,8,"{""0:0"": ""client_006"", ""0:1"": ""client_004"", ""0:2"": ""client_005"", ""0:3"": ""client_008"", ""1:0"": ""client_015"", ""1:1"": ""client_011"", ""1:2"": ""client_017"", ""1:3"": ""client_010""}"
29,0.7053220272064209,0.6811189651489258,0.4840594530105591,0.05,0.7265625,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_002"", ""0:2"": ""client_009"", ""0:3"": ""client_001"", ""1:0"": ""client_019"", ""1:1"": ""client_016"", ""1:2"": ""client_014"", ""1:3"": ""client_012""}"
30,0.7273254990577698,0.7032966613769531,0.48057666420936584,0.05,0.7109375,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_000"", ""0:2"": ""client_004"", ""0:3"": ""client_006"", ""1:0"": ""client_018"", ""1:1"": ""client_013"", ""1:2"": ""client_011"", ""1:3"": ""client_015""}"
31,0.7162808775901794,0.6911375522613525,0.5028656721115112,0.05,0.69140625,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_004"", ""0:2"": ""client_007"", ""0:3"": ""client_002"", ""1:0"": ""client_019"", ""1:1"": ""client_014"", ""1:2"": ""client_015"", ""1:3"": ""client_016""}"
32,0.677087128162384,0.6499739289283752,0.5422648787498474,0.05,0.734375,2,4,8,8,"{""0:0"": ""client_008"", ""0:1"": ""client_005"", ""0:2"": ""client_000"", ""0:3"": ""client_001"", ""1:0"": ""client_012"", ""1:1"": ""client_013"", ""1:2"": ""client_018"", ""1:3"": ""client_011""}"
33,0.7135345935821533,0.6866849064826965,0.5369930267333984,0.05,0.65234375,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_006"", ""0:2"": ""client_005"", ""0:3"": ""client_000"", ""1:0"": ""client_010"", ""1:1"": ""client_017"", ""1:2"": ""client_018"", ""1:3"": ""client_012""}"
34,0.7185841202735901,0.6928398609161377,0.5148855447769165,0.05,0.71875,2,4,8,8,"{""0:0"": ""client_004"", ""0:1"": ""client_002"", ""0:2"": ""client_009"", ""0:3"": ""client_001"", ""1:0"": ""client_013"", ""1:1"": ""client_016"", ""1:2"": ""client_014"", ""1:3"": ""client_015""}"
35,0.6640652418136597,0.6374574899673462,0.5321542024612427,0.05,0.734375,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_008"", ""0:2"": ""client_006"", ""0:3"": ""client_003"", ""1:0"": ""client_019"", ""1:1"": ""client_011"", ""1:2"": ""client_010"", ""1:3"": ""client_017""}"
36,0.6615695953369141,0.6315426826477051,0.6005386710166931,0.05,0.7578125,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_005"", ""0:2"": ""client_004"", ""0:3"": ""client_000"", ""1:0"": ""client_019"", ""1:1"": ""client_011"", ""1:2"": ""client_017"", ""1:3"": ""client_015""}"
37,0.6271623969078064,0.5984436273574829,0.5743751525878906,0.05,0.75390625,2,4,8,8,"{""0:0"": ""client_008"", ""0:1"": ""client_001"", ""0:2"": ""client_003"", ""0:3"": ""client_007"", ""1:0"": ""client_012"", ""1:1"": ""client_013"", ""1:2"": ""client_018"", ""1:3"": ""client_014""}"
38,0.6450129151344299,0.6196058988571167,0.5081408023834229,0.05,0.765625,2,4,8,8,"{""0:0"": ""client_006"", ""0:1"": ""client_002"", ""0:2"": ""client_008"", ""0:3"": ""client_009"", ""1:0"": ""client_016"", ""1:1"": ""client_010"", ""1:2"": ""client_015"", ""1:3"": ""client_013""}"
39,0.6506936550140381,0.618692934513092,0.640015184879303,0.05,0.7421875,2,4,8,8,"{""0:0"": ""client_005"", ""0:1"": ""client_007"", ""0:2"": ""client_000"", ""0:3"": ""client_001"", ""1:0"": ""client_012"", ""1:1"": ""client_018"", ""1:2"": ""client_011"", ""1:3"": ""client_014""}"
40,0.597283661365509,0.5702394247055054,0.5408859252929688,0.05,0.76171875,2,4,8,8,"{""0:0"": ""client_004"", ""0:1"": ""client_003"", ""0:2"": ""client_006"", ""0:3"": ""client_002"", ""1:0"": ""client_017"", ""1:1"": ""client_019"", ""1:2"": ""client_016"", ""1:3"": ""client_010""}"
41,0.5300008654594421,0.4997832775115967,0.6043519377708435,0.05,0.83203125,2,4,8,8,"{""0:0"": ""client_006"", ""0:1"": ""client_004"", ""0:2"": ""client_009"", ""0:3"": ""client_000"", ""1:0"": ""client_016"", ""1:1"": ""client_018"", ""1:2"": ""client_017"", ""1:3"": ""client_012""}"
42,0.6518310904502869,0.6222845911979675,0.5909299850463867,0.05,0.7265625,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_007"", ""0:2"": ""client_005"", ""0:3"": ""client_008"", ""1:0"": ""client_014"", ""1:1"": ""client_015"", ""1:2"": ""client_013"", ""1:3"": ""client_011""}"
43,0.6130045056343079,0.5826494693756104,0.6071017384529114,0.05,0.75390625,2,4,8,8,"{""0:0"": ""client_001"", ""0:1"": ""client_002"", ""0:2"": ""client_007"", ""0:3"": ""client_000"", ""1:0"": ""client_010"", ""1:1"": ""client_019"", ""1:2"": ""client_013"", ""1:3"": ""client_015""}"
44,0.6486021280288696,0.6180238723754883,0.6115657091140747,0.05,0.7109375,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_006"", ""0:2"": ""client_008"", ""0:3"": ""client_004"", ""1:0"": ""client_016"", ""1:1"": ""client_012"", ""1:2"": ""client_018"", ""1:3"": ""client_014""}"
45,0.5480660200119019,0.5186163187026978,0.5889939665794373,0.05,0.796875,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_005"", ""0:2"": ""client_002"", ""0:3"": ""client_001"", ""1:0"": ""client_011"", ""1:1"": ""client_017"", ""1:2"": ""client_019"", ""1:3"": ""client_010""}"
46,0.6123945116996765,0.581169843673706,0.6244928240776062,0.05,0.7265625,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_000"", ""0:2"": ""client_004"", ""0:3"": ""client_006"", ""1:0"": ""client_016"", ""1:1"": ""client_013"", ""1:2"": ""client_015"", ""1:3"": ""client_019""}"
47,0.48228782415390015,0.45238980650901794,0.5979596972465515,0.05,0.8203125,2,4,8,8,"{""0:0"": ""client_008"", ""0:1"": ""client_009"", ""0:2"": ""client_002"", ""0:3"": ""client_005"", ""1:0"": ""client_010"", ""1:1"": ""client_012"", ""1:2"": ""client_017"", ""1:3"": ""client_011""}"
48,0.5354281663894653,0.5046125650405884,0.6163124442100525,0.05,0.7890625,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_001"", ""0:2"": ""client_000"", ""0:3"": ""client_008"", ""1:0"": ""client_014"", ""1:1"": ""client_018"", ""1:2"": ""client_019"", ""1:3"": ""client_017""}"
49,0.6001617312431335,0.5690850615501404,0.6215337514877319,0.05,0.73046875,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_006"", ""0:2"": ""client_002"", ""0:3"": ""client_005"", ""1:0"": ""client_016"", ""1:1"": ""client_012"", ""1:2"": ""client_013"", ""1:3"": ""client_015""}"
50,0.4628211557865143,0.43253982067108154,0.6056267023086548,0.05,0.83203125,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_004"", ""0:2"": ""client_001"", ""0:3"": ""client_003"", ""1:0"": ""client_011"", ""1:1"": ""client_010"", ""1:2"": ""client_018"", ""1:3"": ""client_014""}"
