global_round,round,loss,train_total_loss,mean_loss,classification_loss,train_classification_loss,contrastive_loss,train_contrastive_loss,heterogeneous_loss,train_heterogeneous_loss,weighted_classification_loss,weighted_contrastive_loss,weighted_heterogeneous_loss,accuracy,train_accuracy,macro_f1,train_macro_f1,weighted_f1,K_t,pseudo_batch_size,pseudo_yield,total_pseudo_samples,mean_pseudo_batch_size,common_labels_json,local_step_common_labels_json,binding_success,empty_binding_round,empty_binding,empty_binding_rounds,binding_success_rate,configured_local_steps,attempted_local_steps,effective_local_steps,empty_binding_local_steps,round_binding_success_rate,coverage,cluster_slot_coverage,participation_fairness,latency,server_update_l1,client_update_l1,fusion_training_objective,binding_confidence_mean,selected_client_ids,selected_cluster_ids,expected_cluster_ids,clients_per_cluster_per_round,per_cluster_selected_json,round_status
21,21,4.101387023925781,4.101387023925781,4.101387023925781,2.4406344890594482,2.4406344890594482,4.203843116760254,4.203843116760254,2.480736255645752,2.480736255645752,2.4406344890594482,0.42038431763648987,1.240368127822876,0.34375,0.34375,0.25482061511473275,0.25482061511473275,0.28318372803666925,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9910112359550561,0.15268077980726957,0.1608159840106964,392.54361235068063,mmbind_weighted_contrastive,1.0,"[""client_032"", ""client_025"", ""client_000"", ""client_010"", ""client_023"", ""client_009"", ""client_017"", ""client_031""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
22,22,4.118356704711914,4.118356704711914,4.118356704711914,2.451301097869873,2.451301097869873,4.296398162841797,4.296398162841797,2.4748311042785645,2.4748311042785645,2.451301097869873,0.4296398162841797,1.2374155521392822,0.171875,0.171875,0.10833803877282139,0.10833803877282139,0.11772774327122151,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9877551020408163,0.15234478563070297,0.16772052645683289,406.5523247998499,mmbind_weighted_contrastive,1.0,"[""client_011"", ""client_035"", ""client_003"", ""client_019"", ""client_001"", ""client_024"", ""client_028"", ""client_038""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
23,23,4.116579055786133,4.116579055786133,4.116579055786133,2.445958375930786,2.445958375930786,4.361062049865723,4.361062049865723,2.469029426574707,2.469029426574707,2.445958375930786,0.43610620498657227,1.2345147132873535,0.3125,0.3125,0.1925391435578193,0.1925391435578193,0.21956352574985852,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9887850467289719,0.1613297858275473,0.18422231078147888,406.0248999350879,mmbind_weighted_contrastive,1.0,"[""client_014"", ""client_005"", ""client_004"", ""client_018"", ""client_021"", ""client_022"", ""client_037"", ""client_033""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
24,24,4.093195915222168,4.093195915222168,4.093195915222168,2.4304404258728027,2.4304404258728027,4.260063171386719,4.260063171386719,2.473498821258545,2.473498821258545,2.4304404258728027,0.4260063171386719,1.2367494106292725,0.28125,0.28125,0.22538610038610035,0.22538610038610035,0.20757420366795368,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.993103448275862,0.1565833049826324,0.23154446482658386,404.88994709885446,mmbind_weighted_contrastive,1.0,"[""client_030"", ""client_026"", ""client_016"", ""client_012"", ""client_039"", ""client_002"", ""client_029"", ""client_007""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
25,25,4.111669540405273,4.111669540405273,4.111669540405273,2.436903238296509,2.436903238296509,4.3813676834106445,4.3813676834106445,2.4732589721679688,2.4732589721679688,2.436903238296509,0.4381367862224579,1.2366294860839844,0.125,0.125,0.09444444444444444,0.09444444444444444,0.09553571428571428,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.1510148230008781,0.27345454692840576,402.12320303640445,mmbind_weighted_contrastive,1.0,"[""client_008"", ""client_013"", ""client_036"", ""client_006"", ""client_027"", ""client_034"", ""client_015"", ""client_020""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
26,26,4.056646347045898,4.056646347045898,4.056646347045898,2.39795184135437,2.39795184135437,4.261614799499512,4.261614799499512,2.465066432952881,2.465066432952881,2.39795184135437,0.4261614978313446,1.2325332164764404,0.4375,0.4375,0.3313877945953418,0.3313877945953418,0.33012647729628863,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9941176470588236,0.14953540405258536,0.42200034856796265,396.6336879497976,mmbind_weighted_contrastive,1.0,"[""client_022"", ""client_015"", ""client_026"", ""client_000"", ""client_008"", ""client_035"", ""client_030"", ""client_011""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
27,27,4.093075752258301,4.093075752258301,4.093075752258301,2.424889087677002,2.424889087677002,4.327939510345459,4.327939510345459,2.4707858562469482,2.4707858562469482,2.424889087677002,0.4327939450740814,1.2353929281234741,0.3125,0.3125,0.19444444444444445,0.19444444444444445,0.22569444444444445,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9918367346938776,0.15101648401468992,0.46531951427459717,397.6276189023338,mmbind_weighted_contrastive,1.0,"[""client_001"", ""client_016"", ""client_014"", ""client_009"", ""client_032"", ""client_028"", ""client_038"", ""client_020""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
28,28,4.084345817565918,4.084345817565918,4.084345817565918,2.4264116287231445,2.4264116287231445,4.230238914489746,4.230238914489746,2.469820022583008,2.469820022583008,2.4264116287231445,0.42302390933036804,1.234910011291504,0.234375,0.234375,0.17859477124183007,0.17859477124183007,0.19083946078431374,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9924050632911392,0.15152096515521407,0.5091204643249512,400.9623872664524,mmbind_weighted_contrastive,1.0,"[""client_018"", ""client_027"", ""client_037"", ""client_029"", ""client_005"", ""client_019"", ""client_031"", ""client_007""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
29,29,4.057713508605957,4.057713508605957,4.057713508605957,2.406073570251465,2.406073570251465,4.216639041900635,4.216639041900635,2.4599523544311523,2.4599523544311523,2.406073570251465,0.42166391015052795,1.2299761772155762,0.28125,0.28125,0.19598898710740817,0.19598898710740817,0.2334823809947165,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9952662721893492,0.15111687313765287,0.5817703306674957,391.3914497344522,mmbind_weighted_contrastive,1.0,"[""client_025"", ""client_010"", ""client_017"", ""client_006"", ""client_004"", ""client_036"", ""client_024"", ""client_033""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
30,30,4.067820072174072,4.067820072174072,4.067820072174072,2.4110107421875,2.4110107421875,4.294809341430664,4.294809341430664,2.4546566009521484,2.4546566009521484,2.4110107421875,0.4294809401035309,1.2273283004760742,0.359375,0.359375,0.24617604617604616,0.24617604617604616,0.31051812770562764,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.15458471002057195,0.623926967382431,394.6992444425996,mmbind_weighted_contrastive,1.0,"[""client_034"", ""client_039"", ""client_012"", ""client_002"", ""client_013"", ""client_021"", ""client_003"", ""client_023""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
31,31,4.061316013336182,4.061316013336182,4.061316013336182,2.4009315967559814,2.4009315967559814,4.244113445281982,4.244113445281982,2.4719464778900146,2.4719464778900146,2.4009315967559814,0.4244113564491272,1.2359732389450073,0.25,0.25,0.2430240947682808,0.2430240947682808,0.23595538021410112,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9958549222797928,0.14915488427504897,0.7218665480613708,387.4444838244526,mmbind_weighted_contrastive,1.0,"[""client_024"", ""client_011"", ""client_030"", ""client_031"", ""client_005"", ""client_015"", ""client_009"", ""client_020""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
32,32,4.031039714813232,4.031039714813232,4.031039714813232,2.3718457221984863,2.3718457221984863,4.281276226043701,4.281276226043701,2.4621329307556152,2.4621329307556152,2.3718457221984863,0.42812761664390564,1.2310664653778076,0.46875,0.46875,0.37118205868205867,0.37118205868205867,0.44318407287157285,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9941747572815534,0.1493582660332322,0.8608831167221069,391.74614371487405,mmbind_weighted_contrastive,1.0,"[""client_004"", ""client_034"", ""client_026"", ""client_006"", ""client_038"", ""client_017"", ""client_028"", ""client_018""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
33,33,4.024909973144531,4.024909973144531,4.024909973144531,2.3707354068756104,2.3707354068756104,4.248500823974609,4.248500823974609,2.458648681640625,2.458648681640625,2.3707354068756104,0.42485007643699646,1.2293243408203125,0.328125,0.328125,0.25973384323186693,0.25973384323186693,0.3382561053077357,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9945205479452055,0.15020437771454453,0.9300626516342163,385.72974355873885,mmbind_weighted_contrastive,1.0,"[""client_037"", ""client_012"", ""client_025"", ""client_010"", ""client_000"", ""client_032"", ""client_007"", ""client_029""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
34,34,4.016181468963623,4.016181468963623,4.016181468963623,2.3676600456237793,2.3676600456237793,4.201803207397461,4.201803207397461,2.4566822052001953,2.4566822052001953,2.3676600456237793,0.4201803207397461,1.2283411026000977,0.3125,0.3125,0.2502091289325333,0.2502091289325333,0.31341721222040375,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.996551724137931,0.16504981415346265,1.0218287706375122,389.3883764061029,mmbind_weighted_contrastive,1.0,"[""client_014"", ""client_039"", ""client_003"", ""client_002"", ""client_021"", ""client_033"", ""client_023"", ""client_013""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
35,35,4.026862621307373,4.026862621307373,4.026862621307373,2.384256362915039,2.384256362915039,4.122498035430908,4.122498035430908,2.4607126712799072,2.4607126712799072,2.384256362915039,0.4122498035430908,1.2303563356399536,0.3125,0.3125,0.23058261183261186,0.23058261183261186,0.2398826433982684,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.15790492901578546,1.0804267227649689,394.3545468696684,mmbind_weighted_contrastive,1.0,"[""client_016"", ""client_001"", ""client_036"", ""client_019"", ""client_027"", ""client_022"", ""client_008"", ""client_035""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
36,36,3.975219249725342,3.975219249725342,3.975219249725342,2.334923028945923,2.334923028945923,4.157554626464844,4.157554626464844,2.4490816593170166,2.4490816593170166,2.334923028945923,0.4157554805278778,1.2245408296585083,0.421875,0.421875,0.2949905479510743,0.2949905479510743,0.40297689335518283,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9969230769230769,0.15053684869781137,1.20981565117836,384.8927490284841,mmbind_weighted_contrastive,1.0,"[""client_034"", ""client_033"", ""client_007"", ""client_006"", ""client_010"", ""client_020"", ""client_022"", ""client_018""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
37,37,3.960629463195801,3.960629463195801,3.960629463195801,2.312959909439087,2.312959909439087,4.258205413818359,4.258205413818359,2.443697929382324,2.443697929382324,2.312959909439087,0.42582055926322937,1.221848964691162,0.375,0.375,0.3666960490489903,0.3666960490489903,0.3672221773324715,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9956363636363637,0.15144373197108507,1.3465993404388428,381.8969372155261,mmbind_weighted_contrastive,1.0,"[""client_021"", ""client_031"", ""client_038"", ""client_016"", ""client_013"", ""client_005"", ""client_026"", ""client_003""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
38,38,3.9540064334869385,3.9540064334869385,3.9540064334869385,2.3202149868011475,2.3202149868011475,4.098719120025635,4.098719120025635,2.4478392601013184,2.4478392601013184,2.3202149868011475,0.409871906042099,1.2239196300506592,0.390625,0.390625,0.3286923745203591,0.3286923745203591,0.35508672202049124,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9958620689655172,0.1504079969599843,1.488719642162323,381.2485363284068,mmbind_weighted_contrastive,1.0,"[""client_023"", ""client_019"", ""client_030"", ""client_009"", ""client_008"", ""client_035"", ""client_027"", ""client_017""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
39,39,3.982682704925537,3.982682704925537,3.982682704925537,2.3332481384277344,2.3332481384277344,4.224917411804199,4.224917411804199,2.453885555267334,2.453885555267334,2.3332481384277344,0.42249175906181335,1.226942777633667,0.421875,0.421875,0.2488215488215488,0.2488215488215488,0.32815656565656565,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9973770491803279,0.15104698995128274,1.5837383270263672,382.4882867389242,mmbind_weighted_contrastive,1.0,"[""client_037"", ""client_024"", ""client_014"", ""client_036"", ""client_029"", ""client_011"", ""client_004"", ""client_001""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
40,40,3.9588751792907715,3.9588751792907715,3.9588751792907715,2.316103458404541,2.316103458404541,4.195304870605469,4.195304870605469,2.4464828968048096,2.4464828968048096,2.316103458404541,0.4195304811000824,1.2232414484024048,0.46875,0.46875,0.4112070935600347,0.4112070935600347,0.47152749211572736,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.15176876727491617,1.6667999625205994,376.7623022515618,mmbind_weighted_contrastive,1.0,"[""client_000"", ""client_012"", ""client_039"", ""client_025"", ""client_032"", ""client_028"", ""client_015"", ""client_002""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
41,41,3.933065176010132,3.933065176010132,3.933065176010132,2.2986650466918945,2.2986650466918945,4.116642951965332,4.116642951965332,2.44547176361084,2.44547176361084,2.2986650466918945,0.41166430711746216,1.22273588180542,0.28125,0.28125,0.25886797497609737,0.25886797497609737,0.23811235794917668,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.997626112759644,0.14990423899143934,1.772603452205658,370.20012623653747,mmbind_weighted_contrastive,1.0,"[""client_027"", ""client_009"", ""client_036"", ""client_012"", ""client_017"", ""client_006"", ""client_023"", ""client_035""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
42,42,3.929723024368286,3.929723024368286,3.929723024368286,2.292599678039551,2.292599678039551,4.169471263885498,4.169471263885498,2.440352439880371,2.440352439880371,2.292599678039551,0.4169471263885498,1.2201762199401855,0.28125,0.28125,0.3504101958647413,0.3504101958647413,0.26378257159507157,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9966101694915255,0.15263489400967956,1.844924658536911,377.17444762357627,mmbind_weighted_contrastive,1.0,"[""client_037"", ""client_028"", ""client_014"", ""client_019"", ""client_033"", ""client_007"", ""client_000"", ""client_024""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
43,43,3.899961471557617,3.899961471557617,3.899961471557617,2.267636775970459,2.267636775970459,4.164589881896973,4.164589881896973,2.4317312240600586,2.4317312240600586,2.267636775970459,0.41645899415016174,1.2158656120300293,0.296875,0.296875,0.17006911217437534,0.17006911217437534,0.20288078149920255,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9967654986522911,0.14945732802152634,1.9854662120342255,370.84446725205635,mmbind_weighted_contrastive,1.0,"[""client_026"", ""client_020"", ""client_031"", ""client_030"", ""client_010"", ""client_005"", ""client_002"", ""client_016""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
44,44,3.8840651512145996,3.8840651512145996,3.8840651512145996,2.2516720294952393,2.2516720294952393,4.193084239959717,4.193084239959717,2.4261693954467773,2.4261693954467773,2.2516720294952393,0.4193084239959717,1.2130846977233887,0.546875,0.546875,0.4285547785547785,0.4285547785547785,0.469111790986791,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9979381443298969,0.15165407909080386,2.1545566618442535,371.0036363514082,mmbind_weighted_contrastive,1.0,"[""client_021"", ""client_013"", ""client_001"", ""client_025"", ""client_018"", ""client_034"", ""client_003"", ""client_039""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
45,45,3.8727784156799316,3.8727784156799316,3.8727784156799316,2.240678548812866,2.240678548812866,4.1649370193481445,4.1649370193481445,2.4312124252319336,2.4312124252319336,2.240678548812866,0.4164937138557434,1.2156062126159668,0.453125,0.453125,0.3847924845202522,0.3847924845202522,0.3780822959305264,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.15068479580804706,2.2799613773822784,369.0147616288159,mmbind_weighted_contrastive,1.0,"[""client_011"", ""client_008"", ""client_029"", ""client_032"", ""client_022"", ""client_038"", ""client_015"", ""client_004""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
46,46,3.8320488929748535,3.8320488929748535,3.8320488929748535,2.207533836364746,2.207533836364746,4.141086578369141,4.141086578369141,2.4208128452301025,2.4208128452301025,2.207533836364746,0.41410866379737854,1.2104064226150513,0.46875,0.46875,0.4354423354423354,0.4354423354423354,0.456034416971917,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9981132075471698,0.15124859707430005,2.427907407283783,358.5252656554803,mmbind_weighted_contrastive,1.0,"[""client_031"", ""client_015"", ""client_021"", ""client_023"", ""client_002"", ""client_004"", ""client_037"", ""client_018""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
47,47,3.827728033065796,3.827728033065796,3.827728033065796,2.2130672931671143,2.2130672931671143,4.0254387855529785,4.0254387855529785,2.424233913421631,2.424233913421631,2.2130672931671143,0.4025438725948334,1.2121169567108154,0.421875,0.421875,0.34530296701349333,0.34530296701349333,0.3395992941634389,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9972911963882618,0.1529218563809991,2.5714492797851562,364.129310947028,mmbind_weighted_contrastive,1.0,"[""client_033"", ""client_019"", ""client_008"", ""client_001"", ""client_029"", ""client_025"", ""client_039"", ""client_016""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
48,48,3.7484230995178223,3.7484230995178223,3.7484230995178223,2.131352663040161,2.131352663040161,4.124587059020996,4.124587059020996,2.4092235565185547,2.4092235565185547,2.131352663040161,0.41245871782302856,1.2046117782592773,0.625,0.625,0.4736429054380373,0.4736429054380373,0.5662541956437748,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9974025974025974,0.14762314315885305,2.82191926240921,356.48383077792823,mmbind_weighted_contrastive,1.0,"[""client_012"", ""client_035"", ""client_032"", ""client_000"", ""client_022"", ""client_024"", ""client_009"", ""client_010""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
49,49,3.646381378173828,3.646381378173828,3.646381378173828,2.046107053756714,2.046107053756714,4.08266019821167,4.08266019821167,2.384016752243042,2.384016752243042,2.046107053756714,0.4082660377025604,1.192008376121521,0.78125,0.78125,0.6101078258972996,0.6101078258972996,0.749740169065827,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9983367983367983,0.15400810493156314,3.1030032634735107,356.78081658598967,mmbind_weighted_contrastive,1.0,"[""client_034"", ""client_020"", ""client_017"", ""client_026"", ""client_014"", ""client_007"", ""client_003"", ""client_030""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
50,50,3.7427666187286377,3.7427666187286377,3.7427666187286377,2.131279945373535,2.131279945373535,4.136447429656982,4.136447429656982,2.395683765411377,2.395683765411377,2.131279945373535,0.4136447608470917,1.1978418827056885,0.5625,0.5625,0.4325550266726738,0.4325550266726738,0.5081791982527276,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.14920307090505958,3.2387054562568665,357.6359391757578,mmbind_weighted_contrastive,1.0,"[""client_028"", ""client_011"", ""client_013"", ""client_038"", ""client_005"", ""client_006"", ""client_036"", ""client_027""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
