global_round,round,loss,train_total_loss,mean_loss,classification_loss,train_classification_loss,contrastive_loss,train_contrastive_loss,heterogeneous_loss,train_heterogeneous_loss,weighted_classification_loss,weighted_contrastive_loss,weighted_heterogeneous_loss,accuracy,train_accuracy,macro_f1,train_macro_f1,weighted_f1,K_t,pseudo_batch_size,pseudo_yield,total_pseudo_samples,mean_pseudo_batch_size,common_labels_json,local_step_common_labels_json,binding_success,empty_binding_round,empty_binding,empty_binding_rounds,binding_success_rate,configured_local_steps,attempted_local_steps,effective_local_steps,empty_binding_local_steps,round_binding_success_rate,coverage,cluster_slot_coverage,participation_fairness,latency,server_update_l1,client_update_l1,fusion_training_objective,binding_confidence_mean,selected_client_ids,selected_cluster_ids,expected_cluster_ids,clients_per_cluster_per_round,per_cluster_selected_json,round_status
51,51,3.7135415077209473,3.7135415077209473,3.7135415077209473,2.1056923866271973,2.1056923866271973,4.123570442199707,4.123570442199707,2.390984296798706,2.390984296798706,2.1056923866271973,0.41235706210136414,1.195492148399353,0.515625,0.515625,0.41773653906006847,0.41773653906006847,0.5089796335200747,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9984644913627639,0.15094704693183303,3.3563700914382935,348.1590516117867,mmbind_weighted_contrastive,1.0,"[""client_018"", ""client_003"", ""client_020"", ""client_035"", ""client_034"", ""client_017"", ""client_001"", ""client_027""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
52,52,3.6644017696380615,3.6644017696380615,3.6644017696380615,2.0650222301483154,2.0650222301483154,4.043918609619141,4.043918609619141,2.3899755477905273,2.3899755477905273,2.0650222301483154,0.4043918550014496,1.1949877738952637,0.5625,0.5625,0.4493357487922705,0.4493357487922705,0.45147192028985506,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9977859778597786,0.1519006472080946,3.509139448404312,342.91796991656884,mmbind_weighted_contrastive,1.0,"[""client_008"", ""client_006"", ""client_015"", ""client_032"", ""client_021"", ""client_013"", ""client_039"", ""client_022""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
53,53,3.6746416091918945,3.6746416091918945,3.6746416091918945,2.072033405303955,2.072033405303955,4.055481433868408,4.055481433868408,2.394120216369629,2.394120216369629,2.072033405303955,0.4055481553077698,1.1970601081848145,0.609375,0.609375,0.49089465745812494,0.49089465745812494,0.5413563249186314,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9978685612788633,0.14979408029466867,3.6472451984882355,345.8233231222257,mmbind_weighted_contrastive,1.0,"[""client_036"", ""client_009"", ""client_038"", ""client_019"", ""client_029"", ""client_023"", ""client_004"", ""client_014""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
54,54,3.6330041885375977,3.6330041885375977,3.6330041885375977,2.043519973754883,2.043519973754883,3.980672836303711,3.980672836303711,2.38283371925354,2.38283371925354,2.043519973754883,0.39806729555130005,1.19141685962677,0.390625,0.390625,0.3882656646888145,0.3882656646888145,0.3617409396554321,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9986301369863013,0.15148849692195654,3.7819503843784332,341.95693231234327,mmbind_weighted_contrastive,1.0,"[""client_011"", ""client_002"", ""client_030"", ""client_024"", ""client_012"", ""client_007"", ""client_037"", ""client_025""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
55,55,3.66953182220459,3.66953182220459,3.66953182220459,2.0626204013824463,2.0626204013824463,4.132043838500977,4.132043838500977,2.387413740158081,2.387413740158081,2.0626204013824463,0.4132044017314911,1.1937068700790405,0.421875,0.421875,0.32023074964251436,0.32023074964251436,0.3720849003937239,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.1514355828985572,3.8349635004997253,341.9818564331508,mmbind_weighted_contrastive,1.0,"[""client_031"", ""client_028"", ""client_000"", ""client_005"", ""client_010"", ""client_016"", ""client_033"", ""client_026""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
56,56,3.547279119491577,3.547279119491577,3.547279119491577,1.9595319032669067,1.9595319032669067,4.084994792938232,4.084994792938232,2.3584952354431152,2.3584952354431152,1.9595319032669067,0.40849947929382324,1.1792476177215576,0.53125,0.53125,0.42543040608056076,0.42543040608056076,0.4949659688436777,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9987261146496815,0.16220334265381098,4.009627282619476,332.0218786066107,mmbind_weighted_contrastive,1.0,"[""client_031"", ""client_000"", ""client_016"", ""client_037"", ""client_020"", ""client_021"", ""client_002"", ""client_018""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
57,57,3.4022111892700195,3.4022111892700195,3.4022111892700195,1.8407692909240723,1.8407692909240723,3.994342803955078,3.994342803955078,2.3240153789520264,2.3240153789520264,1.8407692909240723,0.39943429827690125,1.1620076894760132,0.59375,0.59375,0.4768058738646974,0.4768058738646974,0.5254547841864018,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9981566820276497,0.15275606606155634,4.280962884426117,329.5281689570693,mmbind_weighted_contrastive,1.0,"[""client_013"", ""client_022"", ""client_019"", ""client_030"", ""client_004"", ""client_034"", ""client_029"", ""client_006""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
58,58,3.525564193725586,3.525564193725586,3.525564193725586,1.939217209815979,1.939217209815979,4.078829288482666,4.078829288482666,2.3569276332855225,2.3569276332855225,1.939217209815979,0.4078829288482666,1.1784638166427612,0.5625,0.5625,0.47453379953379954,0.47453379953379954,0.49297421328671326,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9982195845697329,0.1508776620030403,4.387048155069351,327.66326478871633,mmbind_weighted_contrastive,1.0,"[""client_008"", ""client_017"", ""client_014"", ""client_027"", ""client_033"", ""client_032"", ""client_024"", ""client_003""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
59,59,3.406198740005493,3.406198740005493,3.406198740005493,1.8396533727645874,1.8396533727645874,4.05051326751709,4.05051326751709,2.3229880332946777,2.3229880332946777,1.8396533727645874,0.4050513207912445,1.1614940166473389,0.671875,0.671875,0.5660594035594035,0.5660594035594035,0.6512366973304473,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9988522238163559,0.15030617266893387,4.614198267459869,327.9789639599039,mmbind_weighted_contrastive,1.0,"[""client_023"", ""client_028"", ""client_001"", ""client_015"", ""client_038"", ""client_036"", ""client_007"", ""client_011""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
60,60,3.284773588180542,3.284773588180542,3.284773588180542,1.7370527982711792,1.7370527982711792,3.9877688884735107,3.9877688884735107,2.2978878021240234,2.2978878021240234,1.7370527982711792,0.3987768888473511,1.1489439010620117,0.578125,0.578125,0.5214000035052666,0.5214000035052666,0.5593845189897821,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.153019730001688,4.821866124868393,323.74210306844907,mmbind_weighted_contrastive,1.0,"[""client_025"", ""client_012"", ""client_005"", ""client_009"", ""client_039"", ""client_026"", ""client_035"", ""client_010""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
61,61,3.3356690406799316,3.3356690406799316,3.3356690406799316,1.7734326124191284,1.7734326124191284,4.077062129974365,4.077062129974365,2.309060573577881,2.309060573577881,1.7734326124191284,0.40770623087882996,1.1545302867889404,0.578125,0.578125,0.4720006114742957,0.4720006114742957,0.5634528300646722,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9989261744966443,0.15546324709430337,4.978528410196304,314.30580136732897,mmbind_weighted_contrastive,1.0,"[""client_002"", ""client_014"", ""client_028"", ""client_024"", ""client_004"", ""client_031"", ""client_019"", ""client_036""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
62,62,3.1208112239837646,3.1208112239837646,3.1208112239837646,1.6020195484161377,1.6020195484161377,3.9189605712890625,3.9189605712890625,2.253791332244873,2.253791332244873,1.6020195484161377,0.3918960690498352,1.1268956661224365,0.765625,0.765625,0.6676346801346802,0.6676346801346802,0.7187342171717173,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9984415584415585,0.15573894511908293,5.33662885427475,317.8380457800813,mmbind_weighted_contrastive,1.0,"[""client_027"", ""client_008"", ""client_035"", ""client_017"", ""client_033"", ""client_003"", ""client_023"", ""client_010""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
63,63,3.1292011737823486,3.1292011737823486,3.1292011737823486,1.6014931201934814,1.6014931201934814,3.989664077758789,3.989664077758789,2.25748348236084,2.25748348236084,1.6014931201934814,0.39896640181541443,1.12874174118042,0.625,0.625,0.4715285688969899,0.4715285688969899,0.5842430413154097,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9984905660377359,0.15391172468662262,5.554375648498535,314.24927295409725,mmbind_weighted_contrastive,1.0,"[""client_020"", ""client_011"", ""client_006"", ""client_032"", ""client_038"", ""client_018"", ""client_000"", ""client_029""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
64,64,3.0901620388031006,3.0901620388031006,3.0901620388031006,1.5813285112380981,1.5813285112380981,3.8740077018737793,3.8740077018737793,2.242865562438965,2.242865562438965,1.5813285112380981,0.3874007761478424,1.1214327812194824,0.546875,0.546875,0.4584481175390266,0.4584481175390266,0.45592645202020204,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9990243902439024,0.15220680506899953,5.688918471336365,316.88752427703,mmbind_weighted_contrastive,1.0,"[""client_016"", ""client_025"", ""client_030"", ""client_039"", ""client_007"", ""client_021"", ""client_009"", ""client_012""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
65,65,3.0926897525787354,3.0926897525787354,3.0926897525787354,1.5744975805282593,1.5744975805282593,3.935481548309326,3.935481548309326,2.2492880821228027,2.2492880821228027,1.5744975805282593,0.3935481607913971,1.1246440410614014,0.578125,0.578125,0.4540185898474668,0.4540185898474668,0.5644206487956488,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.15121614001691341,5.801732122898102,308.36395051536965,mmbind_weighted_contrastive,1.0,"[""client_037"", ""client_022"", ""client_013"", ""client_005"", ""client_034"", ""client_015"", ""client_001"", ""client_026""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
66,66,2.964489698410034,2.964489698410034,2.964489698410034,1.4616698026657104,1.4616698026657104,3.9833362102508545,3.9833362102508545,2.208972454071045,2.208972454071045,1.4616698026657104,0.3983336389064789,1.1044862270355225,0.671875,0.671875,0.5782883782883783,0.5782883782883783,0.6302884615384615,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9990825688073395,0.1521781231276691,5.99342668056488,300.76359064743156,mmbind_weighted_contrastive,1.0,"[""client_007"", ""client_038"", ""client_013"", ""client_037"", ""client_020"", ""client_011"", ""client_000"", ""client_021""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
67,67,2.9325222969055176,2.9325222969055176,2.9325222969055176,1.4379147291183472,1.4379147291183472,3.953984260559082,3.953984260559082,2.198418378829956,2.198418378829956,1.4379147291183472,0.39539843797683716,1.099209189414978,0.703125,0.703125,0.5988216954968872,0.5988216954968872,0.6675788392660196,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9986651835372636,0.1505009327083826,6.143650680780411,303.26030020206235,mmbind_weighted_contrastive,1.0,"[""client_003"", ""client_002"", ""client_036"", ""client_018"", ""client_025"", ""client_023"", ""client_030"", ""client_019""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
68,68,2.7846155166625977,2.7846155166625977,2.7846155166625977,1.3161460161209106,1.3161460161209106,3.9030752182006836,3.9030752182006836,2.1563241481781006,2.1563241481781006,1.3161460161209106,0.3903075158596039,1.0781620740890503,0.765625,0.765625,0.7073945662180956,0.7073945662180956,0.7563213747037276,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9987041036717063,0.17194534093141556,6.398797363042831,297.3251098423789,mmbind_weighted_contrastive,1.0,"[""client_001"", ""client_022"", ""client_034"", ""client_031"", ""client_017"", ""client_029"", ""client_004"", ""client_010""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
69,69,3.0122127532958984,3.0122127532958984,3.0122127532958984,1.5109176635742188,1.5109176635742188,3.9667916297912598,3.9667916297912598,2.2092316150665283,2.2092316150665283,1.5109176635742188,0.396679162979126,1.1046158075332642,0.578125,0.578125,0.4919296389884626,0.4919296389884626,0.5721021625433389,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9991605456453305,0.1522918208502233,6.367252826690674,292.9188174959854,mmbind_weighted_contrastive,1.0,"[""client_032"", ""client_006"", ""client_024"", ""client_028"", ""client_005"", ""client_033"", ""client_016"", ""client_012""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
70,70,2.7868306636810303,2.7868306636810303,2.7868306636810303,1.3032944202423096,1.3032944202423096,4.066247463226318,4.066247463226318,2.153822898864746,2.153822898864746,1.3032944202423096,0.40662476420402527,1.076911449432373,0.71875,0.71875,0.690291526655163,0.690291526655163,0.6762807504995005,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.15190583281219006,6.445028185844421,296.25052184195374,mmbind_weighted_contrastive,1.0,"[""client_035"", ""client_015"", ""client_027"", ""client_026"", ""client_039"", ""client_009"", ""client_008"", ""client_014""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
71,71,2.7318482398986816,2.7318482398986816,2.7318482398986816,1.2605209350585938,1.2605209350585938,4.043301582336426,4.043301582336426,2.1339945793151855,2.1339945793151855,1.2605209350585938,0.40433016419410706,1.0669972896575928,0.609375,0.609375,0.5440747848642585,0.5440747848642585,0.5925195144767512,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.999207135777998,0.1469712476246059,6.4740036725997925,286.51654892551596,mmbind_weighted_contrastive,1.0,"[""client_014"", ""client_000"", ""client_027"", ""client_007"", ""client_036"", ""client_015"", ""client_028"", ""client_033""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
72,72,2.800788402557373,2.800788402557373,2.800788402557373,1.3416249752044678,1.3416249752044678,3.948855400085449,3.948855400085449,2.1285560131073,2.1285560131073,1.3416249752044678,0.3948855400085449,1.06427800655365,0.5625,0.5625,0.4256105006105006,0.4256105006105006,0.5113438644688645,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9988439306358381,0.15190435526892543,6.386804759502411,287.5858797499386,mmbind_weighted_contrastive,1.0,"[""client_002"", ""client_032"", ""client_020"", ""client_004"", ""client_018"", ""client_025"", ""client_030"", ""client_016""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
73,73,2.612912178039551,2.612912178039551,2.612912178039551,1.182738184928894,1.182738184928894,3.870299816131592,3.870299816131592,2.0862879753112793,2.0862879753112793,1.182738184928894,0.3870299756526947,1.0431439876556396,0.6875,0.6875,0.6190002249212775,0.6190002249212775,0.6482920040485831,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.998875351452671,0.15124791907146573,6.4631379544734955,288.2421155606862,mmbind_weighted_contrastive,1.0,"[""client_021"", ""client_009"", ""client_039"", ""client_023"", ""client_010"", ""client_006"", ""client_012"", ""client_035""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
74,74,2.63862943649292,2.63862943649292,2.63862943649292,1.2006721496582031,1.2006721496582031,3.895902156829834,3.895902156829834,2.096734046936035,2.096734046936035,1.2006721496582031,0.38959023356437683,1.0483670234680176,0.71875,0.71875,0.676127521715757,0.676127521715757,0.6985267591885238,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9992700729927008,0.15138372406363487,6.546334803104401,287.65906288436963,mmbind_weighted_contrastive,1.0,"[""client_029"", ""client_034"", ""client_008"", ""client_001"", ""client_026"", ""client_011"", ""client_031"", ""client_013""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
75,75,2.4529526233673096,2.4529526233673096,2.4529526233673096,1.0252317190170288,1.0252317190170288,3.9462599754333496,3.9462599754333496,2.066189765930176,2.066189765930176,1.0252317190170288,0.3946259915828705,1.033094882965088,0.78125,0.78125,0.6901005560096469,0.6901005560096469,0.7508050976800977,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.15207504481077194,6.754445493221283,280.7357265118044,mmbind_weighted_contrastive,1.0,"[""client_019"", ""client_022"", ""client_017"", ""client_005"", ""client_024"", ""client_037"", ""client_038"", ""client_003""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
76,76,2.481654167175293,2.481654167175293,2.481654167175293,1.059122085571289,1.059122085571289,3.9450111389160156,3.9450111389160156,2.0560619831085205,2.0560619831085205,1.059122085571289,0.39450111985206604,1.0280309915542603,0.734375,0.734375,0.6716561216561217,0.6716561216561217,0.7011779886779888,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9993079584775086,0.14924175525084138,6.8251403868198395,274.9946659016423,mmbind_weighted_contrastive,1.0,"[""client_019"", ""client_032"", ""client_015"", ""client_007"", ""client_004"", ""client_027"", ""client_024"", ""client_037""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
77,77,2.618455410003662,2.618455410003662,2.618455410003662,1.181198239326477,1.181198239326477,4.022271156311035,4.022271156311035,2.0700602531433105,2.0700602531433105,1.181198239326477,0.40222713351249695,1.0350301265716553,0.578125,0.578125,0.5399253524253524,0.5399253524253524,0.5773692453379953,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.998989048020219,0.1510528870858252,6.679150283336639,280.0835481059039,mmbind_weighted_contrastive,1.0,"[""client_014"", ""client_033"", ""client_018"", ""client_002"", ""client_029"", ""client_039"", ""client_021"", ""client_000""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
78,78,2.2961950302124023,2.2961950302124023,2.2961950302124023,0.8999846577644348,0.8999846577644348,3.9357357025146484,3.9357357025146484,2.0052738189697266,2.0052738189697266,0.8999846577644348,0.3935735821723938,1.0026369094848633,0.828125,0.828125,0.7069112260288731,0.7069112260288731,0.81930349062702,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9990147783251232,0.1515291491523385,6.718283921480179,276.477561253123,mmbind_weighted_contrastive,1.0,"[""client_009"", ""client_023"", ""client_010"", ""client_003"", ""client_035"", ""client_012"", ""client_025"", ""client_038""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
79,79,2.4787893295288086,2.4787893295288086,2.4787893295288086,1.0804427862167358,1.0804427862167358,3.8682169914245605,3.8682169914245605,2.023049831390381,2.023049831390381,1.0804427862167358,0.3868217170238495,1.0115249156951904,0.6875,0.6875,0.6559307359307359,0.6559307359307359,0.6510315205627706,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9993594875900721,0.16893611988052726,6.679455190896988,275.12435558924335,mmbind_weighted_contrastive,1.0,"[""client_020"", ""client_005"", ""client_013"", ""client_008"", ""client_036"", ""client_031"", ""client_011"", ""client_028""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
80,80,2.406411647796631,2.406411647796631,2.406411647796631,1.0141549110412598,1.0141549110412598,3.9401397705078125,3.9401397705078125,1.9964853525161743,1.9964853525161743,1.0141549110412598,0.3940139710903168,0.9982426762580872,0.609375,0.609375,0.6004782254782255,0.6004782254782255,0.5977325625763127,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.1531823491677642,6.596554160118103,272.37526418379275,mmbind_weighted_contrastive,1.0,"[""client_030"", ""client_022"", ""client_006"", ""client_016"", ""client_026"", ""client_017"", ""client_034"", ""client_001""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
