global_round,round,loss,mean_loss,classification_loss,contrastive_loss,heterogeneous_loss,accuracy,macro_f1,weighted_f1,K_t,pseudo_batch_size,total_pseudo_samples,mean_pseudo_batch_size,common_labels_json,local_step_common_labels_json,binding_success,empty_binding_round,empty_binding_rounds,binding_success_rate,configured_local_steps,attempted_local_steps,effective_local_steps,empty_binding_local_steps,round_binding_success_rate,coverage,cluster_slot_coverage,participation_fairness,latency,server_update_l1,client_update_l1,fusion_training_objective,binding_confidence_mean,selected_client_ids,selected_cluster_ids,expected_cluster_ids,clients_per_cluster_per_round,per_cluster_selected_json,round_status
1,1,4.181880474090576,4.181880474090576,2.4976022243499756,4.389184951782227,2.4907195568084717,0.078125,0.08161976911976912,0.09112892316017317,12,64,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.3,1.6492511457763612,0.8540463149547577,645.4974038023502,mmbind_weighted_contrastive,1.0,"[""client_012"", ""client_031"", ""client_015"", ""client_023"", ""client_018"", ""client_001"", ""client_032"", ""client_019"", ""client_039"", ""client_030"", ""client_028"", ""client_008""]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2}",effective
