global_round,round,loss,train_total_loss,mean_loss,classification_loss,train_classification_loss,contrastive_loss,train_contrastive_loss,heterogeneous_loss,train_heterogeneous_loss,weighted_classification_loss,weighted_contrastive_loss,weighted_heterogeneous_loss,accuracy,train_accuracy,macro_f1,train_macro_f1,weighted_f1,K_t,pseudo_batch_size,pseudo_yield,total_pseudo_samples,mean_pseudo_batch_size,common_labels_json,local_step_common_labels_json,binding_success,empty_binding_round,empty_binding,empty_binding_rounds,binding_success_rate,configured_local_steps,attempted_local_steps,effective_local_steps,empty_binding_local_steps,round_binding_success_rate,coverage,cluster_slot_coverage,participation_fairness,latency,server_update_l1,client_update_l1,fusion_training_objective,binding_confidence_mean,selected_client_ids,selected_cluster_ids,expected_cluster_ids,clients_per_cluster_per_round,per_cluster_selected_json,round_status
1,1,3.338078737258911,3.338078737258911,3.338078737258911,2.4919612407684326,2.4919612407684326,4.469472885131836,4.469472885131836,2.4905757904052734,2.4905757904052734,2.4919612407684326,0.2234736531972885,0.6226439476013184,0.046875,0.046875,0.012820512820512822,0.012820512820512822,0.014423076923076924,6,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.2,0.7966276882216334,0.6007775962352753,167.56445465207798,mmbind_weighted_contrastive,1.0,"[""client_008"", ""client_011"", ""client_010"", ""client_029"", ""client_026"", ""client_003""]","[0, 1, 2]","[0, 1, 2]",2,"{""0"": 2, ""1"": 2, ""2"": 2}",effective
